title,conference,year,primary_org,primary_funder,orgs,funders,candidates,verdicts,url
Scalable AI Safety via Doubly-Efficient Debate,ICML,2024,Google DeepMind,,Google DeepMind,,Google DeepMind,Google DeepMind=affiliation,https://openreview.net/forum?id=6jmdOTRMIO
Position: Open-Endedness is Essential for Artificial Superhuman Intelligence,ICML,2024,Google DeepMind,,Google DeepMind,,Google DeepMind,Google DeepMind=affiliation,https://openreview.net/forum?id=Bc4vZ2CX7E
Stealing part of a production language model,ICML,2024,Google DeepMind,,OpenAI; Google DeepMind,,OpenAI; Google DeepMind,OpenAI=affiliation; Google DeepMind=affiliation,https://openreview.net/forum?id=VE3yWXt3KB
Nash Learning from Human Feedback,ICML,2024,Google DeepMind,,Google DeepMind,,OpenAI; Google DeepMind,OpenAI=mention; Google DeepMind=affiliation,https://openreview.net/forum?id=Y5AmNYiyCQ
Transforming and Combining Rewards for Aligning Large Language Models,ICML,2024,Google DeepMind,Open Philanthropy,Google DeepMind,Open Philanthropy,Open Philanthropy; Google DeepMind,Open Philanthropy=acknowledgment; Google DeepMind=affiliation,https://openreview.net/forum?id=cAWbm9KRZO
Decoding-time Realignment of Language Models,ICML,2024,Google DeepMind,,Google DeepMind,,Google DeepMind; Hugging Face,Google DeepMind=affiliation; Hugging Face=mention,https://openreview.net/forum?id=n8g6WMxt09
WARM: On the Benefits of Weight Averaged Reward Models,ICML,2024,Google DeepMind,,Google DeepMind,,OpenAI; Google DeepMind,OpenAI=mention; Google DeepMind=affiliation,https://openreview.net/forum?id=s7RDnNUJy6
RLAIF vs. RLHF: Scaling Reinforcement Learning from Human Feedback with AI Feedback,ICML,2024,Google DeepMind,,Google DeepMind,,Google DeepMind,Google DeepMind=affiliation,https://openreview.net/forum?id=uydQ2W41KO
Geometric-Averaged Preference Optimization for Soft Preference Labels,NEURIPS,2024,Google DeepMind,,Google DeepMind,,Anthropic; Google DeepMind,Anthropic=mention; Google DeepMind=affiliation,https://openreview.net/forum?id=3HpCVZV9it
On scalable oversight with weak LLMs judging strong LLMs,NEURIPS,2024,Google DeepMind,,Google DeepMind,,Google DeepMind,Google DeepMind=affiliation,https://openreview.net/forum?id=O1fp9nVraj
Time-Reversal Provides Unsupervised Feedback to LLMs,NEURIPS,2024,Google DeepMind,,Google DeepMind,,Google DeepMind,Google DeepMind=affiliation,https://openreview.net/forum?id=nY0BrZdqLt
Improving Sparse Decomposition of Language Model Activations with Gated Sparse Autoencoders,NEURIPS,2024,Google DeepMind,,Google DeepMind,,Google DeepMind,Google DeepMind=affiliation,https://openreview.net/forum?id=zLBlin2zvW
BOND: Aligning LLMs with Best-of-N Distillation,ICLR,2025,Google DeepMind,,Google DeepMind,,OpenAI; Google DeepMind,OpenAI=mention; Google DeepMind=affiliation,https://openreview.net/forum?id=0tAXMiSufG
RRM:  Robust Reward Model Training Mitigates Reward Hacking,ICLR,2025,Google DeepMind,,Google DeepMind,,Google DeepMind,Google DeepMind=affiliation,https://openreview.net/forum?id=88AS5MQnmC
Does Safety Training of LLMs Generalize to Semantically Related Natural Prompts?,ICLR,2025,Google DeepMind,,Google DeepMind,,OpenAI; Google DeepMind,OpenAI=mention; Google DeepMind=affiliation,https://openreview.net/forum?id=LO4MEPoqrG
Measuring memorization in RLHF for code completion,ICLR,2025,Google DeepMind,,Google DeepMind,,Google DeepMind,Google DeepMind=affiliation,https://openreview.net/forum?id=Tg8RLxpMDu
"Scalable Extraction of Training Data from Aligned, Production Language Models",ICLR,2025,Google DeepMind,,Center for AI Safety; OpenAI; Google DeepMind,,Center for AI Safety; OpenAI; Google DeepMind; Microsoft Research,Center for AI Safety=acknowledgment; OpenAI=acknowledgment; Google DeepMind=affiliation; Microsoft Research=absent,https://openreview.net/forum?id=vjel3nWP2a
Interpreting the Repeated Token Phenomenon in Large Language Models,ICML,2025,Google DeepMind,,Google DeepMind,,OpenAI; Google DeepMind,OpenAI=mention; Google DeepMind=affiliation,https://openreview.net/forum?id=WVth3Webet
The Limits of Predicting Agents from Behaviour,ICML,2025,Google DeepMind,,Google DeepMind,,Google DeepMind,Google DeepMind=affiliation,https://openreview.net/forum?id=a3swNuXTxI
General agents need world models,ICML,2025,Google DeepMind,,Google DeepMind,,Google DeepMind,Google DeepMind=affiliation,https://openreview.net/forum?id=dlIoumNiXt
MONA: Myopic Optimization with Non-myopic Approval Can Mitigate Multi-step Reward Hacking,ICML,2025,Google DeepMind,,Google DeepMind,,Google DeepMind,Google DeepMind=affiliation,https://openreview.net/forum?id=fyi34BxCwq
InfAlign: Inference-aware language model alignment,ICML,2025,Google DeepMind,,Google DeepMind,,Anthropic; OpenAI; Google DeepMind,Anthropic=mention; OpenAI=mention; Google DeepMind=affiliation,https://openreview.net/forum?id=hInfvt7c4p
Capturing Individual Human Preferences with Reward Features,NEURIPS,2025,Google DeepMind,,Google DeepMind,,Google DeepMind,Google DeepMind=affiliation,https://openreview.net/forum?id=TgCkj4uEPl
What's the plan? Metrics for implicit planning in LLMs and their application to rhyme generation and question answering,ICLR,2026,Google DeepMind,,MATS; Google DeepMind,,MATS; Google DeepMind,MATS=acknowledgment; Google DeepMind=affiliation,https://openreview.net/forum?id=Z10pxu0Q7X
Robust Reward Modeling via Causal Rubrics,ICLR,2026,Google DeepMind,,Google DeepMind; Mila,,Google DeepMind; Mila,Google DeepMind=affiliation; Mila=affiliation,https://openreview.net/forum?id=oP99JQiDYp
Neologism Learning for Controllability and Self-Verbalization,ICLR,2026,Google DeepMind,,Google DeepMind,,Google DeepMind,Google DeepMind=affiliation,https://openreview.net/forum?id=wyolJ5sGCT
How do LLMs Compute Verbal Confidence?,ICML,2026,Google DeepMind,,Google DeepMind,,Google DeepMind,Google DeepMind=affiliation,https://icml.cc/virtual/2026/poster/61163
Uncovering Competency Gaps in Large Language Models and Their Benchmarks,ICML,2026,Google DeepMind,,Google DeepMind,,Goodfire; Google DeepMind,Goodfire=mention; Google DeepMind=affiliation,https://icml.cc/virtual/2026/poster/61100
Fantastic Reasoning Behaviors and Where to Find Them: Unsupervised Discovery of the Reasoning Process,ICML,2026,Google DeepMind,,Google DeepMind,,Anthropic; Google DeepMind,Anthropic=mention; Google DeepMind=affiliation,https://icml.cc/virtual/2026/poster/62708
Position: Solipsistic superintelligence is unlikely to be cooperative,ICML,2026,Google DeepMind,,Google DeepMind,,Google DeepMind,Google DeepMind=affiliation,https://icml.cc/virtual/2026/poster/67103
Position: Comprehensive AI governance requires addressing non-model capability gains,ICML,2026,Google DeepMind,,Google DeepMind,,Anthropic; OpenAI; Google DeepMind,Anthropic=absent; OpenAI=absent; Google DeepMind=affiliation,https://icml.cc/virtual/2026/poster/67143
Extracting alignment data in open models,ICML,2026,Google DeepMind,,Anthropic; OpenAI; Google DeepMind,,Anthropic; OpenAI; Google DeepMind,Anthropic=affiliation; OpenAI=affiliation; Google DeepMind=affiliation,https://icml.cc/virtual/2026/poster/66452
Multi-Objective Preference Optimization: Improving Human Alignment of Generative Models,ICML,2026,Google DeepMind,,OpenAI; Google DeepMind,,OpenAI; Google DeepMind,OpenAI=affiliation; Google DeepMind=affiliation,https://icml.cc/virtual/2026/poster/65773
A New Framework for Cybersecurity Refusals in AI Agents,ICML,2026,Gray Swan AI,,Gray Swan AI,,METR; Gray Swan AI; Anthropic; OpenAI; Google DeepMind; xAI,METR=mention; Gray Swan AI=affiliation; Anthropic=mention; OpenAI=mention; Google DeepMind=mention; xAI=mention,https://icml.cc/virtual/2026/poster/61093
Endless Jailbreaks with Bijection Learning,ICLR,2025,Haize Labs,,Haize Labs,,Haize Labs; Anthropic,Haize Labs=affiliation; Anthropic=mention,https://openreview.net/forum?id=xP1radUi32
INTIMA: A Benchmark for Human-AI Companionship Behavior,ICLR,2026,Hugging Face,,Hugging Face,,Hugging Face,Hugging Face=affiliation,https://openreview.net/forum?id=cZGh1iXdq6
Detecting High-Stakes Interactions with Activation Probes,NEURIPS,2025,LASR Labs,,Goodfire; LASR Labs,,Goodfire; LASR Labs; Hugging Face; Cohere Labs,Goodfire=affiliation; LASR Labs=affiliation; Hugging Face=mention; Cohere Labs=mention,https://openreview.net/forum?id=8YniJnJQ0P
A is for Absorption: Studying Feature Splitting and Absorption in Sparse Autoencoders,NEURIPS,2025,LASR Labs,,MATS; LASR Labs,,Neuronpedia; MATS; LASR Labs; LessWrong / Alignment Forum,Neuronpedia=absent; MATS=affiliation; LASR Labs=affiliation; LessWrong / Alignment Forum=absent,https://openreview.net/forum?id=R73ybUciQF
CoT Red-Handed: Stress Testing Chain-of-Thought Monitoring,NEURIPS,2025,LASR Labs,,LASR Labs,,METR; LASR Labs; Anthropic,METR=mention; LASR Labs=affiliation; Anthropic=mention,https://openreview.net/forum?id=oHB4Ee77uG
ContextBench: Modifying Contexts for Targeted Latent Activation and Behaviour Elicitation,ICLR,2026,LASR Labs,,UK AI Security Institute; LASR Labs,,UK AI Security Institute; LASR Labs,UK AI Security Institute=affiliation; LASR Labs=acknowledgment,https://openreview.net/forum?id=xYNZ5swfJG
Measuring Goal-Directedness,NEURIPS,2024,LISA,,LISA; Google DeepMind,,LISA; Google DeepMind,LISA=affiliation; Google DeepMind=affiliation,https://openreview.net/forum?id=o4coDIby7e
CTRL-ALT-DECEIT Sabotage Evaluations for Automated AI R&D,NEURIPS,2025,LawZero,,Apollo Research; LawZero; Frontier Model Forum,,Apollo Research; LawZero; UK AI Security Institute; Frontier Model Forum; Anthropic,Apollo Research=affiliation; LawZero=affiliation; UK AI Security Institute=mention; Frontier Model Forum=acknowledgment; Anthropic=absent,https://openreview.net/forum?id=XBMjXb6f4w
When Benign Inputs Lead to Severe Harms: Eliciting Unsafe Unintended Behaviors of Computer-Use Agents,ICML,2026,LawZero,Open Philanthropy,LawZero; Mila,Open Philanthropy,LawZero; Open Philanthropy; Anthropic; OpenAI; Mila,LawZero=affiliation; Open Philanthropy=acknowledgment; Anthropic=mention; OpenAI=mention; Mila=affiliation,https://icml.cc/virtual/2026/poster/64242
A Toy Model of Universality: Reverse Engineering how Networks Learn Group Operations,ICML,2023,MATS,,Stanford Existential Risks Initiative; MATS,,Stanford Existential Risks Initiative; MATS,Stanford Existential Risks Initiative=acknowledgment; MATS=acknowledgment,https://openreview.net/forum?id=jCOrkuUpss
Is This the Subspace You Are Looking for? An Interpretability Illusion for Subspace Activation Patching,ICLR,2024,MATS,,Stanford Existential Risks Initiative; MATS; Constellation,,Stanford Existential Risks Initiative; MATS; Constellation; OpenAI,Stanford Existential Risks Initiative=affiliation; MATS=affiliation; Constellation=affiliation; OpenAI=mention,https://openreview.net/forum?id=Ebt7JgMHv1
Debating with More Persuasive LLMs Leads to More Truthful Answers,ICML,2024,MATS,,FAR.AI; MATS; Anthropic; OpenAI,,FAR.AI; MATS; LessWrong / Alignment Forum; Anthropic; OpenAI,FAR.AI=affiliation; MATS=affiliation; LessWrong / Alignment Forum=mention; Anthropic=affiliation; OpenAI=acknowledgment,https://openreview.net/forum?id=iLCZtl7FTa
LLM Evaluators Recognize and Favor Their Own Generations,NEURIPS,2024,MATS,,MATS; Anthropic,,MATS; Anthropic,MATS=affiliation; Anthropic=affiliation,https://openreview.net/forum?id=4NJBV6Wp0h
Confidence Regulation Neurons in Language Models,NEURIPS,2024,MATS,Open Philanthropy,MATS,Open Philanthropy,MATS; Open Philanthropy,MATS=acknowledgment; Open Philanthropy=acknowledgment,https://openreview.net/forum?id=0og7nmvDbe
AI Sandbagging: Language Models can Strategically Underperform on Evaluations,ICLR,2025,MATS,Long-Term Future Fund,MATS,Long-Term Future Fund,METR; UK AI Security Institute; AI Safety Institute (generic); MATS; Long-Term Future Fund; Anthropic; OpenAI; Google DeepMind,METR=mention; UK AI Security Institute=mention; AI Safety Institute (generic)=mention; MATS=affiliation; Long-Term Future Fund=acknowledgment; Anthropic=mention; OpenAI=mention; Google DeepMind=mention,https://openreview.net/forum?id=7Qa2SpjxIS
Do I Know This Entity? Knowledge Awareness and Hallucinations in Language Models,ICLR,2025,MATS,,MATS,,MATS,MATS=acknowledgment,https://openreview.net/forum?id=WCRQFlji2q
On Targeted Manipulation and Deception when Optimizing LLMs for User Feedback,ICLR,2025,MATS,,Haize Labs; MATS,,Haize Labs; MATS; Anthropic; OpenAI,Haize Labs=affiliation; MATS=affiliation; Anthropic=mention; OpenAI=mention,https://openreview.net/forum?id=Wf2ndb8nhf
Scaling Sparse Feature Circuits For Studying In-Context Learning,ICML,2025,MATS,,MATS,,MATS,MATS=acknowledgment,https://openreview.net/forum?id=Mp8Og8Rpop
Constrained Belief Updates Explain Geometric Structures in Transformer Representations,ICML,2025,MATS,,MATS; PIBBSS,,MATS; PIBBSS,MATS=affiliation; PIBBSS=acknowledgment,https://openreview.net/forum?id=f6Hl60FBFU
SAEBench: A Comprehensive Benchmark for Sparse Autoencoders in Language Model Interpretability,ICML,2025,MATS,,MATS; Anthropic,,Neuronpedia; MATS; Anthropic,Neuronpedia=mention; MATS=affiliation; Anthropic=affiliation,https://openreview.net/forum?id=qrU3yNfX0d
Are Sparse Autoencoders Useful? A Case Study in Sparse Probing,ICML,2025,MATS,,MATS,,MATS; Anthropic; Hugging Face,MATS=acknowledgment; Anthropic=mention; Hugging Face=mention,https://openreview.net/forum?id=rNfzT8YkgO
Distillation Robustifies Unlearning,NEURIPS,2025,MATS,Open Philanthropy,MATS,Open Philanthropy,MATS; Open Philanthropy,MATS=affiliation; Open Philanthropy=acknowledgment,https://openreview.net/forum?id=UTGjik64IK
Among Us: A Sandbox for Measuring and Detecting Agentic Deception,NEURIPS,2025,MATS,,FAR.AI; MATS,,FAR.AI; Goodfire; MATS; Anthropic; OpenAI; Hugging Face,FAR.AI=affiliation; Goodfire=mention; MATS=affiliation; Anthropic=mention; OpenAI=mention; Hugging Face=mention,https://openreview.net/forum?id=XP3v1THxsq
The Non-Linear Representation Dilemma: Is Causal Abstraction Enough for Mechanistic Interpretability?,NEURIPS,2025,MATS,,MATS,,MATS,MATS=acknowledgment,https://openreview.net/forum?id=ZYXTLo7kCi
Too Late to Recall: Explaining the Two-Hop Problem in Multimodal Knowledge Retrieval,NEURIPS,2025,MATS,,MATS,,MATS,MATS=affiliation,https://openreview.net/forum?id=qeL8fi8GS7
Overcoming Sparsity Artifacts in Crosscoders to Interpret Chat-Tuning,NEURIPS,2025,MATS,,MATS,,MATS; OpenAI,MATS=acknowledgment; OpenAI=mention,https://openreview.net/forum?id=yFdNygEryH
Steering Evaluation-Aware Language Models To Act Like They Are Deployed,ICLR,2026,MATS,,MATS,,METR; Apollo Research; MATS; Anthropic,METR=mention; Apollo Research=mention; MATS=affiliation; Anthropic=mention,https://openreview.net/forum?id=1TdRdf0fkw
Control Tax: The Price of Keeping AI in Check,ICLR,2026,MATS,,MATS,,MATS,MATS=affiliation,https://openreview.net/forum?id=BpyR6Wkl1c
LitmusValues: Will AI Tell Lies to Save Sick Children? Litmus-Testing AI Values Prioritization with AIRiskDilemmas,ICLR,2026,MATS,,MATS; Anthropic,,MATS; Anthropic,MATS=affiliation; Anthropic=affiliation,https://openreview.net/forum?id=BIHsM6SZ3f
Do Large Language Models Know What They Are Capable Of?,ICLR,2026,MATS,,UK AI Security Institute; MATS,,UK AI Security Institute; MATS; LessWrong / Alignment Forum; Anthropic,UK AI Security Institute=affiliation; MATS=affiliation; LessWrong / Alignment Forum=mention; Anthropic=mention,https://openreview.net/forum?id=EO6WtJ0q6G
Output Supervision Can Obfuscate the Chain of Thought,ICLR,2026,MATS,,MATS,,METR; MATS; OpenAI,METR=mention; MATS=affiliation; OpenAI=mention,https://openreview.net/forum?id=JTX0iqxBjk
Steering Language Models with Weight Arithmetic,ICLR,2026,MATS,,MATS; Anthropic,,MATS; LessWrong / Alignment Forum; Anthropic,MATS=acknowledgment; LessWrong / Alignment Forum=mention; Anthropic=affiliation,https://openreview.net/forum?id=S0D3EFWohd
Thought Branches: Interpreting LLM Reasoning Requires Resampling,ICLR,2026,MATS,,MATS,,MATS; OpenAI,MATS=affiliation; OpenAI=mention,https://openreview.net/forum?id=bVsAuIOvJ5
Early Signs of Steganographic Capabilities in Frontier LLMs,ICLR,2026,MATS,,MATS; Google DeepMind,,MATS; Anthropic; OpenAI; Google DeepMind,MATS=affiliation; Anthropic=mention; OpenAI=mention; Google DeepMind=affiliation,https://openreview.net/forum?id=q4qxtaKVAU
Narrow Finetuning Leaves Clearly Readable Traces in Activation Differences,ICLR,2026,MATS,,MATS; Anthropic Fellows Program,,MATS; Anthropic; Anthropic Fellows Program,MATS=affiliation; Anthropic=mention; Anthropic Fellows Program=affiliation,https://openreview.net/forum?id=qyVzZsrsnS
Adaptive Attacks on Trusted Monitors Subvert AI Control Protocols,ICLR,2026,MATS,,MATS,,MATS,MATS=affiliation,https://openreview.net/forum?id=wSs1Ez3aKl
Eliciting Harmful Capabilities by Fine-Tuning on Safeguarded Outputs,ICLR,2026,MATS,,MATS; Anthropic; Scale AI SEAL,,MATS; Anthropic; OpenAI; Scale AI SEAL; Google DeepMind,MATS=affiliation; Anthropic=affiliation; OpenAI=mention; Scale AI SEAL=affiliation; Google DeepMind=mention,https://openreview.net/forum?id=viBAbg9ihM
"More Capable, Less Cooperative? When LLMs Fail at Zero-Cost Collaboration",ICML,2026,MATS,,MATS,,MATS; Anthropic; OpenAI; Meta AI,MATS=affiliation; Anthropic=mention; OpenAI=mention; Meta AI=mention,https://icml.cc/virtual/2026/poster/60576
Steering Out-of-Distribution Generalization with Concept Ablation Fine-Tuning,ICML,2026,MATS,,MATS; Anthropic,,MATS; Anthropic,MATS=acknowledgment; Anthropic=affiliation,https://icml.cc/virtual/2026/poster/60571
Probabilistic Modeling of Latent Agentic Substructures in Deep Neural Networks,ICML,2026,MATS,,MATS,,MATS; LessWrong / Alignment Forum; Anthropic,MATS=affiliation; LessWrong / Alignment Forum=mention; Anthropic=mention,https://icml.cc/virtual/2026/poster/61223
Hide and Seek in Embedding Space: Geometry-based Steganography and Detection in Large Language Models,ICML,2026,MATS,,MATS,,MATS; OpenAI,MATS=affiliation; OpenAI=mention,https://icml.cc/virtual/2026/poster/62426
"Same Question, Different Lies: Cross-Context Consistency (C³) for Black-Box Sandbagging Detection",ICML,2026,MATS,,UK AI Security Institute; MATS; Google DeepMind,,UK AI Security Institute; MATS; Anthropic; Google DeepMind,UK AI Security Institute=acknowledgment; MATS=affiliation; Anthropic=mention; Google DeepMind=affiliation,https://icml.cc/virtual/2026/poster/61923
Automatically Finding Reward Model Biases,ICML,2026,MATS,,MATS,,MATS; Anthropic,MATS=affiliation; Anthropic=mention,https://icml.cc/virtual/2026/poster/63339
Architecture Matters for Multi-Agent Security,ICML,2026,MATS,,MATS,,MATS,MATS=affiliation,https://icml.cc/virtual/2026/poster/64792
Recontextualization Mitigates Specification Gaming Without Modifying the Specification,ICML,2026,MATS,,MATS; Anthropic Fellows Program,,METR; MATS; Anthropic; Anthropic Fellows Program,METR=mention; MATS=affiliation; Anthropic=absent; Anthropic Fellows Program=affiliation,https://icml.cc/virtual/2026/poster/63916
Constitutional Black-Box Monitoring for Scheming in LLM Agents,ICML,2026,MATS,,MATS,,METR; MATS; Anthropic; OpenAI,METR=mention; MATS=affiliation; Anthropic=mention; OpenAI=mention,https://icml.cc/virtual/2026/poster/65104
Removing Sandbagging in LLMs by Training with Weak Supervision,ICML,2026,MATS,,MATS; Constellation; Anthropic,,MATS; Constellation; Anthropic,MATS=affiliation; Constellation=acknowledgment; Anthropic=affiliation,https://icml.cc/virtual/2026/poster/64862
Frontier Models Can Take Actions at Low Probabilities,ICML,2026,MATS,,MATS; Google DeepMind,,MATS; Anthropic; OpenAI; Google DeepMind,MATS=affiliation; Anthropic=mention; OpenAI=mention; Google DeepMind=affiliation,https://icml.cc/virtual/2026/poster/66008
"Base Models Know How to Reason, Thinking Models Learn When",ICML,2026,MATS,,MATS,,MATS; OpenAI,MATS=affiliation; OpenAI=mention,https://icml.cc/virtual/2026/poster/66610
Reasoning Models Struggle to Control their Chains of Thought,ICML,2026,MATS,,MATS; OpenAI,,METR; MATS; Anthropic; OpenAI,METR=mention; MATS=affiliation; Anthropic=mention; OpenAI=affiliation,https://icml.cc/virtual/2026/poster/66446
RE-Bench: Evaluating Frontier AI R&D Capabilities of Language Model Agents against Human Experts,ICML,2025,METR,,METR,,METR; Anthropic; OpenAI; Google DeepMind,METR=affiliation; Anthropic=mention; OpenAI=mention; Google DeepMind=mention,https://openreview.net/forum?id=3rB0bVU6z6
Birth of a Transformer: A Memory Viewpoint,NEURIPS,2023,Meta AI,,Meta AI,,Meta AI,Meta AI=affiliation,https://openreview.net/forum?id=3X2EbBLNsk
Scan and Snap: Understanding Training Dynamics and Token Composition in 1-layer Transformer,NEURIPS,2023,Meta AI,,Meta AI,,Meta AI,Meta AI=affiliation,https://openreview.net/forum?id=l3HUgVHqGQ
RLCD: Reinforcement Learning from Contrastive Distillation for LM Alignment,ICLR,2024,Meta AI,Open Philanthropy,Meta AI,Open Philanthropy,Open Philanthropy; Anthropic; OpenAI; Meta AI,Open Philanthropy=acknowledgment; Anthropic=mention; OpenAI=mention; Meta AI=affiliation,https://openreview.net/forum?id=v3XXtxWKi6
Iteration Head: A Mechanistic Study of Chain-of-Thought,NEURIPS,2024,Meta AI,,Meta AI,,Meta AI,Meta AI=affiliation,https://openreview.net/forum?id=QBCxWpOt5w
Mission Impossible: A Statistical Perspective on Jailbreaking LLMs,NEURIPS,2024,Meta AI,,Meta AI,,Meta AI,Meta AI=affiliation,https://openreview.net/forum?id=eowkjKVPoH
Sail into the Headwind: Alignment via Robust Rewards and Dynamic Labels against Reward Hacking,ICLR,2025,Meta AI,,Meta AI,,Meta AI,Meta AI=affiliation,https://openreview.net/forum?id=I8af9JdQTy
"Physics of Language Models: Part 2.1, Grade-School Math and the Hidden Reasoning Process",ICLR,2025,Meta AI,,Meta AI,,OpenAI; Meta AI,OpenAI=mention; Meta AI=affiliation,https://openreview.net/forum?id=Tn5B6Udq3E
Robust LLM safeguarding via refusal feature adversarial training,ICLR,2025,Meta AI,,Meta AI,,Meta AI,Meta AI=affiliation,https://openreview.net/forum?id=s5orchdb33
AdvPrompter: Fast Adaptive Adversarial Prompting for LLMs,ICML,2025,Meta AI,,Meta AI,,OpenAI; Meta AI,OpenAI=mention; Meta AI=affiliation,https://openreview.net/forum?id=dqcl5SNbc8
AdvPrefix: An Objective for Nuanced LLM Jailbreaks,NEURIPS,2025,Meta AI,,Meta AI,,Anthropic; OpenAI; Meta AI,Anthropic=mention; OpenAI=mention; Meta AI=affiliation,https://openreview.net/forum?id=R0B1z8dQcV
Do different prompting methods yield a common task representation in language models?,NEURIPS,2025,Meta AI,,Meta AI,,Meta AI,Meta AI=affiliation,https://openreview.net/forum?id=fy5InEg0OL
Cultivating Pluralism In Algorithmic Monoculture: The Community Alignment Dataset,ICLR,2026,Meta AI,,Meta AI,,Meta AI; Hugging Face,Meta AI=affiliation; Hugging Face=mention,https://openreview.net/forum?id=4NtoAVqfhA
Verifying Chain-of-Thought Reasoning via Its Computational Graph,ICLR,2026,Meta AI,,Meta AI,,OpenAI; Meta AI,OpenAI=mention; Meta AI=affiliation,https://openreview.net/forum?id=CxiNICq0Rr
Winter Soldier: Backdooring Language Models at Pre-Training with Indirect Data Poisoning,ICLR,2026,Meta AI,,Meta AI,,Meta AI,Meta AI=affiliation,https://openreview.net/forum?id=ORKhJBFepG
From Concepts to Components: Concept-Agnostic Attention Module Discovery in Transformers,ICLR,2026,Meta AI,,Meta AI,,Meta AI,Meta AI=affiliation,https://openreview.net/forum?id=Va2tLzb1NX
Safety Alignment of LMs via Non-cooperative Games,ICML,2026,Meta AI,,Meta AI,,Meta AI; Hugging Face,Meta AI=affiliation; Hugging Face=mention,https://icml.cc/virtual/2026/poster/65610
Adversarial examples from computational constraints,ICML,2019,Microsoft Research,,Microsoft Research,,Microsoft Research,Microsoft Research=affiliation,https://proceedings.mlr.press/v97/bubeck19a.html
Safe Reinforcement Learning via Curriculum Induction,NEURIPS,2020,Microsoft Research,,Microsoft Research,,Microsoft Research,Microsoft Research=affiliation,https://papers.nips.cc/paper_files/paper/2020/hash/8df6a65941e4c9da40a4fb899de65c55-Abstract.html
Attention Satisfies: A Constraint-Satisfaction Lens on Factual Errors of Language Models,ICLR,2024,Microsoft Research,,Microsoft Research,,Microsoft Research,Microsoft Research=affiliation,https://openreview.net/forum?id=gfFVATffPd
Tell Your Model Where to Attend: Post-hoc Attention Steering for LLMs,ICLR,2024,Microsoft Research,,Microsoft Research,,OpenAI; Microsoft Research,OpenAI=mention; Microsoft Research=affiliation,https://openreview.net/forum?id=xZDWO0oejD
Does Reasoning Emerge? Examining the Probabilities of Causation in Large Language Models,NEURIPS,2024,Microsoft Research,,Microsoft Research,,Microsoft Research,Microsoft Research=affiliation,https://openreview.net/forum?id=b1ylCyjAZk
Understanding Information Storage and Transfer in Multi-Modal Large Language Models,NEURIPS,2024,Microsoft Research,,Microsoft Research,,Microsoft Research,Microsoft Research=affiliation,https://openreview.net/forum?id=s63dtq0mwA
Protecting Your LLMs with Information Bottleneck,NEURIPS,2024,Microsoft Research,,Microsoft Research,,Microsoft Research,Microsoft Research=affiliation,https://openreview.net/forum?id=u9ShP64FJV
Reward Reasoning Models,NEURIPS,2025,Microsoft Research,,Microsoft Research,,Microsoft Research; Hugging Face,Microsoft Research=affiliation; Hugging Face=mention,https://openreview.net/forum?id=V8Kbz7l2cr
SEMA: Simple yet Effective Learning for Multi-Turn Jailbreak Attacks,ICLR,2026,Microsoft Research,,Microsoft Research,,OpenAI; Microsoft Research,OpenAI=mention; Microsoft Research=affiliation,https://openreview.net/forum?id=6eSNG1VNkl
Holdout-Loss-Based Data Selection for LLM Finetuning via In-Context Learning,ICLR,2026,Microsoft Research,,Microsoft Research,,Microsoft Research,Microsoft Research=affiliation,https://openreview.net/forum?id=Cw9Bxpda2h
Just Do It!? Computer-Use Agents Exhibit Blind Goal-Directedness,ICLR,2026,Microsoft Research,,Microsoft Research,,Microsoft Research,Microsoft Research=affiliation,https://openreview.net/forum?id=9W4bPRsEIT
Learning When to Act or Refuse: Guarding Agentic Reasoning Models for Safe Multi-Step Tool Use,ICML,2026,Microsoft Research,,Microsoft Research,,Anthropic; Microsoft Research,Anthropic=mention; Microsoft Research=affiliation,https://icml.cc/virtual/2026/poster/63878
Finding and Visualizing Weaknesses of Deep Reinforcement Learning Agents,ICLR,2020,Mila,Open Philanthropy,Mila,Open Philanthropy,Open Philanthropy; OpenAI; Mila,Open Philanthropy=acknowledgment; OpenAI=mention; Mila=affiliation,https://openreview.net/forum?id=rylvYaNYDH
Constrained Markov Decision Processes via Backward Value Functions,ICML,2020,Mila,,Mila,,Mila,Mila=affiliation,https://proceedings.mlr.press/v119/satija20a.html
Defining and Characterizing Reward Gaming,NEURIPS,2022,Mila,,Mila,,Mila,Mila=affiliation,https://openreview.net/forum?id=yb3HOXO3lX2
Systematic Rectification of Language Models via Dead-end Analysis,ICLR,2023,Mila,,Microsoft Research; Mila,,Microsoft Research; Mila,Microsoft Research=affiliation; Mila=affiliation,https://openreview.net/forum?id=k8_yVW3Wqln
Language Model Alignment with Elastic Reset,NEURIPS,2023,Mila,,Google DeepMind; Mila,,OpenAI; Google DeepMind; Mila; Hugging Face,OpenAI=mention; Google DeepMind=affiliation; Mila=affiliation; Hugging Face=mention,https://openreview.net/forum?id=6lgugutkin
Understanding In-Context Learning in Transformers and LLMs by Learning to Learn Discrete Functions,ICLR,2024,Mila,,Mila,,Mila,Mila=affiliation,https://openreview.net/forum?id=ekeyCgeRfC
The Alignment Problem from a Deep Learning Perspective,ICLR,2024,Mila,,OpenAI; Mila,,OpenAI; Mila,OpenAI=affiliation; Mila=affiliation,https://openreview.net/forum?id=fh8EYKFKns
